Name,High School Attended,Hometown,POS,Rating
Kevin Jones,Belleview High School,"Belleview, FL",TE,NR
Kevin Kepellas,Moeller High School,"Cincinnati, OH",CB,NR
Kevin Kroboth,Nazareth Senior High School,"Nazareth, PA",ATH,NR
Kevin Miller,La Jolla High School,"La Jolla, CA",WR,NR
Kevin Miller,East High School,"West Chester, PA",OT,NR
Kevin Millward,Evans High School,"Evans, GA",QB,NR
Kevin Moore,West Memphis High School,"West Memphis, AR",CB,NR
Kevin Morris,Mesa Community College,"Mesa, AZ",RB,NR
Kevin Morton,Abington High School,"Abington, PA",QB,NR
Kevin Murphy,San Clemente High School,"San Clemente, CA",OT,NR
Kevin Nash,Mission Bay High School,"San Diego, CA",TE,NR
Kevin Pierannuzi,Peachtree Ridge High School,"Suwanee, GA",OG,NR
Kevin Reed,Las Lomas High School,"Walnut Creek, CA",OLB,NR
Kevin Richards,Kerman High School,"Kerman, CA",QB,NR
Kevin Russell,Clovis East High School,"Clovis, CA",CB,NR
Kevin Smith,Plano East Sr. High School,"Plano, TX",DE,NR
Kevin Smith,Seguin High School,"Seguin, TX",QB,NR
Kevin Solwold,Arrowhead High School,"Hartland, WI",DE,NR
Kevin Watson,,"Skillman, NJ",QB,NR
Kevin Whimpey,Lone Peak High School,"Highland, UT",DE,NR
Kevin Zeitler,Wisconsin Lutheran High School,"Milwaukee, WI",OG,NR
Keylin Mackey,Sacramento High School,"Sacramento, CA",ILB,NR
Keynan Parker,", CANSt. Thomas More Collegiate","New Westminster, BC",ATH,NR
Keyvus McKenzie,Calhoun County High School,"Edison, GA",OG,NR
Khalid Wilson,Carroll High School,"Monroe, LA",DT,NR
Khalid Wooten,Carter High School,"Rialto, CA",S,NR
Khaseem Greene,Avon Old Farms School For Boys,"Elizabeth, NJ",S(POST),NR
Khiry Cooper,Calvary Baptist Academy,"Shreveport, LA",WR,NR
Khiry Hibbit,Warren Central High School,"Bowling Green, KY",S,NR
Kiano Prater,,"San Bernardino, CA",OG(JC),NR
Kiaree Daniels,,"Kissimmee, FL",CB(JC),NR
Kienan Cullen,Butler Traditional High School,"Louisville, KY",K,NR
Kierrie Johnson,Blinn College,"Brenham, TX",WR(JC),NR
Kindly Jacques,College of Sequoias,"Fort Lauderdale, FL",OT(JC),NR
Kion Wilson,Pearl River Community College,"Jacksonville, FL",ILB(JC),NR
Kip Edwards,Bowie High School,"Arlington, TX",CB,NR
Kitisoni Lauese,Sequoia High School,"Redwood City, CA",OG,NR
Klien Hall,Independence Community College,"Independence, KS",WR,NR
Kodi McPherson,Loveland High School,"Loveland, CO",DE,NR
Kollin Hancock,College of the Redwoods,"Gahanna, OH",S(JC),NR
Korben Boaz,Nipomo High School,"Nipomo, CA",OG,NR
Kordale Norris,Fort Lauderdale High School,"Fort Lauderdale, FL",DT,NR
Kordell Scott,Glenville High School,"Cleveland, OH",CB,NR
Korey Ayers,Lincoln High School,"Lincoln, AR",RB,NR
Korey Fry,,"Fregus Falls, MN",OLB(JC),NR
Korey Neal,Saint Johns College High School,"Bowie, MD",OG,NR
Koreye Dixon,Lakes High School,"Lakewood, WA",WR,NR
Korrey Davis,Heritage High School,"Lynchburg, VA",RB,NR
Kory Kilpatrick,Cedar Shoals High School,"Athens, GA",TE,NR
Kramer Hagan,Capital Christian School,"Sacramento, CA",QB,NR
Kris Adams,Field High School,"Mogadore, OH",OT,NR
Kris Cooke,Joliet Junior College,"Flossmoor, IL",DT(JC),NR
Kris Johnson,Venice High School,"Los Angeles, CA",OLB,NR
Kris Keating,Lake Brantley High School,"Altamonte Springs, FL",S,NR
Kris Ramirez,Hilltop High School,"Chula Vista, CA",WR,NR
Kris Rhymes,Thurgood Marshall High School,"Missouri City, TX",S,NR
Kriss Proctor,Big Bear High School,"Big Bear Lake, CA",QB,NR
Kristensen McKinnie,Wilbur Cross High School,"New Haven, CT",RB,NR
Kristian Johnson,Monsignor Bonner High School,"Lansdowne, PA",TE,NR
Kurt Filler,College of San Mateo,"Oakley, CA",OLB(JC),NR
Kurt Hammerschmidt,De Smet Jesuit High School,"Saint Louis, MO",TE,NR
Kurt Mangum,Hamilton High School,"Chandler, AZ",ILB,NR
Kurt Spomer,Tri-Center High School,"Honey Creek, IA",QB,NR
Kwahn Strong,Vacaville Christian High School,"Vacaville, CA",RB,NR
Kwame Jordan,,"Marrero, LA",DE(JC),NR
Kwane Benson,J. M. Robinson High School,"Concord, NC",DT,NR
Kyle Anderson,,"New Berlin, NY",QB(POST),NR
Kyle Atkins,De Queen High School,"De Queen, AR",QB,NR
Kyle Blum,,"Moorpark, CA",QB(JC),NR
Kyle Burke,Lakeshore High School,"Stevensville, MI",OG,NR
Kyle Burkhart,,"Dodge City, KS",OT(JC),NR
Kyle Buss,Mount Carmel High School,"Mount Carmel, IL",QB,NR
Kyle Butler,West Lafayette High School,"West Lafayette, IN",OT,NR
Kyle Cummins,Butte County High School,"Arco, ID",RB,NR
Kyle Demaster,Macomb Senior High School,"Macomb, MI",S,NR
Kyle Drummond,Mattoon High School,"Mattoon, IL",RB,NR
Kyle Duran,Standley Lake High School,"Westminster, CO",RB,NR
Kyle Eck,Las Animas High School,"Las Animas, CO",QB,NR
Kyle Elliot,Cresskill High School,"Cresskill, NJ",QB,NR
Kyle Faulkner,Marshall County High School,"Benton, KY",DE,NR
Kyle Fisher,William J. Palmer High School,"Colorado Springs, CO",WR,NR
Kyle Greathouse,Southeast Bulloch High School,"Brooklet, GA",DT,NR
Kyle Hanson,Blair Academy,"Bernardsville, NJ",DT,NR
Kyle Harris,Hazelwood Central High School,"Florissant, MO",K,NR
Kyle Harvey,Jesuit High School,"Sacramento, CA",TE,NR
Kyle Hayes,Merritt Island High School,"Merritt Island, FL",FB,NR
Kyle Hendricks,American Heritage Academy,"Carrollton, TX",QB,NR
Kyle Henson,Dobson High School,"Mesa, AZ",FB,NR
Kyle Holland,Milford Academy,"Chapel Hill, NC",QB(POST),NR
Kyle Johnson,Westwood High School,"Westwood, CA",ILB,NR
Kyle Kellough,Windsor High School,"Windsor, CA",DE,NR
Kyle Klaassen,Okoboji Community High School,"Milford, IA",OT,NR
Kyle Kmet,Bonita Vista High School,"Bonita, CA",OT,NR
Kyle Lackner,Naperville North High School,"Naperville, IL",ILB,NR
Kyle Lacy,Lovejoy High School,"Hampton, GA",QB,NR
Kyle Lokane,Cathedral City High School,"San Diego, CA",TE,NR
Kyle Magnuson,Concord High School,"Elkhart, IN",OT,NR
Kyle Martens,Spearfish High School,"Spearfish, SD",K,NR
Kyle McCall,Grandview High School,"Aurora, CO",S,NR
Kyle McCartin,Fauquier High School,"Warrenton, VA",QB,NR
Kyle McCartney,Edmonds-Woodway High School,"Edmonds, WA",QB,NR
Kyle Mohamed,Brawley Union High School,"Brawley, CA",RB,NR
Kyle Negrete,Clovis West High School,"Fresno, CA",TE,NR
Kyle Rettig,Clearwater Central Catholic H. S.,"Clearwater, FL",OT,NR
Kyle Richardson,Monte Vista High School,"Spring Valley, CA",WR,NR
Kyle Schroeder,Mary D. Bradford High School,"Kenosha, WI",OT,NR
Kyle Staudt,North Iowa Area Community College,"Mason City, IA",OT(JC),NR
Kyle Thomas,City College of San Francisco,"San Francisco, CA",DE(JC),NR
Kyle Warner,Centennial High School,"Gresham, OH",QB,NR
Kyle Wilborn,Heritage High School,"Newnan, GA",OG,NR
Kyle Wolak,Spring Valley High School,"Las Vegas, NV",QB,NR
Kylee Hill,Northeastern Oklahoma A & M,"Bristow, OK",S(JC),NR
Kylen Grace,Highland Home High School,"HIghland Home, AL",WR,NR
Kylon Lee,Santa Rosa Junior College,"Santa Rosa, CA",WR(JC),NR
Kyron Benoit,Crowley High School,"Crowley, LA",ATH,NR
Kyson Culp,Yreka Union High School,"Yreka, CA",QB,NR
L.A. Anderson,,"Winchester, VA",ATH(JC),NR
L.J. Fort,Waynesville High School,"Waynesville, MO",ILB,NR
L.J. Jones,Crespi Carmelite High School,"Encino, CA",CB,NR
Lacey McDougal,Fletcher Senior High School,"Neptune Beach, FL",CB,NR
Ladarious Simmons,Hueytown High School,"Hueytown, AL",DT,NR
Ladarius Green,Booker T. Washington High School,"Pensacola, FL",WR,NR
Ladre Watkins,Wharton High School,"Tampa, FL",RB,NR
LaDwayne Banks,Proviso East High School,"Maywood, IL",QB,NR
LaGarrette Blount,East Mississippi Community College,"Perry, FL",RB(JC),NR
Lamar Caine,Red Level High School,"Red Level, AL",OT,NR
Lamar Chapman,El Camino College,"Compton, CA",CB(JC),NR
Lamar Gordon,Stone Mountain High School,"Stone Mountain, GA",WR,NR
Lamar Mitchell,Rockmart High School,"Rockmart, GA",RB,NR
Lamar Mitchell,El Cajon Valley High School,"El Cajon, CA",RB,NR
Lambert Tasby,Benton High School,"Benton, LA",RB,NR
Lamont Koontz,Wheeler High School,"Marietta, GA",TE,NR
Lance Kelley,Laurel High School,"Laurel, DE",QB,NR
Lance White,Freedom High School,"Oakley, CA",CB,NR
Landis Provancha,,"Salem, OR",OT(JC),NR
Landon Hartwick,Forney High School,"Forney, TX",ATH,NR
Landon Jones,Perryville High School,"Perryville, AR",RB,NR
Landon Joost,La Quinta High School,"La Quinta, CA",QB,NR
Landon Turley,Granite Hills High School,"El Cajon, CA",OT,NR
Lane Miller,Pinewood Christian Academy,"Bellville, GA",RB,NR
Lane Robilotto,Riverside High School,"Plainsville, OH",CB,NR
Lanston Tanyi,Shelby High School,"Shelby, NC",DE,NR
Laofaifo Levale,Juneau Douglas High School,"Juneau, AK",OC,NR
Laquan Tann,Hertford County High School,"Ahoskie, NC",RB,NR
Laquinia Banks,Englewood Technical Preparatory Ac,"Chicago, IL",WR,NR
Larry Dugan,Gahr High School,"Cerritos, CA",DT,NR
Larry Ford,Coffeyville Community College,"Georgetown, SC",DE(JC),NR
Larry Landry,College of Sequoias,"Visalia, CA",OC,NR
Larry McNair,Forest Park High School,"Baltimore, MD",RB,NR
Larry Murphy,Gibbs High School,"Saint Petersburg, FL",CB,NR
Larry Patterson,A. C. Flora High School,"Columbia, SC",OT,NR
Larry Thompson,Freedom High School,"Tampa, FL",WR,NR
LaSalle Cooks,Pine Castle Christian Academy,"Orlando, FL",DE,NR
La'Tarrance Young,White Oak High School,"Jacksonville, NC",OLB,NR
Latavius Murray,Onondaga Central School,"Nedrow, NY",RB,NR
Lathan Hughes,West Oktibbeha County High School,"Maben, MS",WR,NR
Lavadrick Farrar,,,FB,NR
Lavar Edwards,Desire Street Academy,"New Orleans, LA",DE,NR
LaVarus Williams,Ben Davis High School,"Indianapolis, IN",WR,NR
Lavell Bell,North High School,"Des Moines, IA",WR,NR
LaVelle Larry,Roswell High School,"Roswell, GA",S,NR
Lavertis Towns,Dora High School,"Dora, AL",OLB,NR
Lavon McCoy,Washington Preparatory High School,"Los Angeles, CA",OT,NR
Lavorick Williams,Permian High School,"Odessa, TX",WR,NR
Lawrence Davis,Wilson High School,"Florence, SC",OT,NR
Lawrence Doss,St. John Bosco High School,"Bellflower, CA",RB,NR
Lawrence Henning,Mount Carmel High School,"Chicago, IL",OLB,NR
Lawrence Turner,Heritage High School,"Newport News, VA",OLB,NR
Lawrence Young,Renaissance High School,"Detroit, MI",DT,NR
Lawson Gow,Saint John's High School,"Houston, TX",QB,NR
Layton Hickle,Claflin High School,"Claflin, KS",RB,NR
Layton Jones,,"Greenville, MS",QB(JC),NR
Lazarus Anderson,Lamar Consolidated High School,"Arlington, TX",WR,NR
Lazelle Allston,James Monroe High School,"North Hills, CA",OLB,NR
Leander Barney,Irmo High School,"Columbia, SC",ATH,NR
LeAndre Daniels,San Leandro High School,"San Leandro, CA",S,NR
Lederryus Benson,Andalusia High School,"Andalusia, AL",OG,NR
Lee Hamann,Weatherford High School,"Weatherford, TX",DT,NR
Lee McClendon,Mart High School,"Mart, TX",ATH,NR
Lee Walker,Southwest High School,"San Diego, CA",RB,NR
Leighland Kounce,Saint Augustine High School,"San Diego, CA",WR,NR
Lekenderic Ingram,Fort Walton Beach High School,"Fort Walton Beach, FL",RB,NR
Lemar Griffin,George Jenkins High School,"Lakeland, FL",WR,NR
Len Harris,Centennial High School,"Port Saint Lucie, FL",RB,NR
Lenny Baeza,Southwestern Heights High School,"Kismet, KS",RB,NR
Lenny Paiva,Lake Taylor High School,"Norfolk, VA",QB,NR
Lenwood Jones,John I. Leonard High School,"Greenacres, FL",DT,NR
Leon Glover,O. Perry Walker High School,"Gray, LA",OG,NR
Leonard Bates,L. W. Higgins High School,"Marrero, LA",OG,NR
Leonard Brown,Southwestern College,"Chula Vista, CA",DE(JC),NR
Leonard James,Thurgood Marshall High School,"Missouri City, TX",ILB,NR
Leonard Ridgle,England High School,"England, AR",OG,NR
Leonard Smith,Manchester High School,"Midlothian, VA",CB,NR
LeRonn Wilson,Cass Technical High School,"Detroit, MI",RB,NR
LeRoy Burgess,Georgia Military College,"Columbia, SC",DT(JC),NR
Leroy Johnson,Aldine High School,"Aldine, TX",DT,NR
Leroy Trahan,,"Rialto, CA",CB(JC),NR
LeShawn Henderson,Okeechobee High School,"Okeechobee, FL",CB,NR
Leval Speight,Hubbard High School,"Chicago, IL",TE,NR
Levi Jones,Mountain View High School,"Mesa, AZ",ILB,NR
Levi Lawson,Goddard High School,"Goddard, KS",OG,NR
Levi Legay,Kealakehe High School,"Kailua-Kona, HI",OT(LQ),NR
Levi Miller,Monte Vista High School,"Spring Valley, CA",RB,NR
Levi Salmans,Monarch High School,"Louisville, CO",OT(LQ),NR
Lewis Pinckney,Atlantic Community High School,"Delray Beach, FL",WR,NR
Lindsey Leavoy,St. Michael The Archangel High School,"Baton Rouge, LA",ILB,NR
Litani Moimoi,Menlo High School,"Menlo Park, CA",DT,NR
Little Malcolm,Clay-Chalkville High School,"Clay, AL",WR,NR
Lloyd Morrison,Bergen Catholic High,"Oradell, NJ",OG,NR
Logan Barrett,Kennedale High School,"Kennedale, TX",K,NR
Logan Bonnette,Calvary Baptist Academy,"Shreveport, LA",S,NR
Logan Budd,Morro Bay High School,"Morro Bay, CA",QB,NR
Logan Bunch,Lafayette High School,"Lexington, KY",QB,NR
Logan Dole,Garden Plain High School,"Garden Plain, KS",RB,NR
Logan Flack,Galena High School,"Galena, IL",WR,NR
Logan Keepes,Mount Carmel High School,"Mount Carmel, IL",OG,NR
Logan Kudlinski,Orange Park High School,"Orange Park, FL",OT,NR
Logan Lowe,Cheyenne Wells High School,"Cheyenne Wells, CO",QB,NR
Lonnell Rice,,"Palm Desert, CA",DT(JC),NR
Lonnie Andrews,Oscar Frommel Smith High School,"Chesapeake, VA",RB,NR
Lonnie Johnson,,"New Berlin, NY",RB(POST),NR
Lonnie Pugh,Grosse Ile High School,"Grosse Ile, MI",DE,NR
Lorance Davis,Mission Bay High School,"San Diego, CA",WR,NR
Loren Robinson,Lyman High School,"Longwood, FL",OLB,NR
Lorence Comeaux,Helix High School,"La Mesa, CA",DE,NR
Lorence David,Mission Bay High School,"San Diego, CA",WR,NR
Lorenzo White,Dillard High School,"Fort Lauderdale, FL",S,NR
Lou Bianchini,Red Bank Catholic High,"Red Bank, NJ",QB,NR
Louis Beal,,"Detroit, MI",OLB(JC),NR
Louis Mills,Churchland High School,"Portsmouth, VA",WR,NR
Louis Pickney,Mainland High School,"Daytona Beach, FL",RB,NR
Louise Haines,Crescent City High School,"Crescent City, FL",QB,NR
Louther Patrick,Churchland High School,"Portsmouth, VA",WR,NR
Lowell Rose,Culver City High School,"Culver City, CA",RB,NR
L'shane Bynum,Harry S. Truman High School,"Taylor, MI",ILB,NR
Lubbock Smith,Carter High School,"Dallas, TX",S,NR
Lucas Farrell,El Modena High School,"Orange, CA",QB,NR
Lucas Huseman,Dubuque Senior High School,"Dubuque, IA",QB,NR
Lucas Reed,Sabino High School,"Tucson, AZ",TE,NR
Lucien Antoine,Fort Scott Community College,"Coral Springs, FL",S(JC),NR
Lucious Henderson,Navarro College,"Austin, TX",WR,NR
Luckas Scott,Mesquite High School,"Gilbert, AZ",RB,NR
Lue Akuak,,"Fort Belvoir, VA",DT(POST),NR
Luis Jiron,Wheaton High School,"Wheaton, MD",ILB,NR
Luke Campbell,Arvada West High School,"Arvada, CO",ATH,NR
Luke Crossley,Campolindo High School,"Moraga, CA",WR,NR
Luke Landers,Friendswood High School,"Friendswood, TX",OG,NR
Luke Spencer,Sarasota High School,"Sarasota, FL",DE,NR
Luke Steinke,,"New Berlin, NY",OLB(POST),NR
Luke Wilson,NSt. Thomas More Collegiate,"Ontario, CA",TE,NR
Lyle Cox,Waynesville High School,"Waynesville, MO",S,NR
Lyndell Gibson,Salem High School,"Virginia Beach, VA",ILB,NR
Mack Maurice,Imperial High School,"Imperial, CA",WR,NR
Magnum Mauga,Grossmont College,"La Mesa, CA",DT(JC),NR
Maikon Bonani,Lake Wales High School,"Lake Wales, FL",K,NR
MaKeith Williams,North Miami High School,"North Miami, FL",CB,NR
Malachi Moore,Dominguez High School,"Compton, CA",CB,NR
Malcolm Bennett,,"College Park, GA",DT(JC),NR
Malcolm Beyah,Chamblee High School,"Chamblee, GA",ATH,NR
Malcolm Bronson,Jasper High School,"Jasper, TX",CB,NR
Malcolm Jeffries,Carroll High School,"Ozark, AL",DE,NR
Malcolm Little,Clay-Chalkville High School,"Pinson, AL",RB,NR
Malcolm Little,Clay-Chalkville High School,"Clay, AL",WR,NR
Malcolm Murray,Junipero Serra High School,"Gardena, CA",WR,NR
Malcolm Riley,R. Nelson Snider High School,"Fort Wayne, IN",DT,NR
Malcolm Smith,,"Chatham, VA",RB(POST),NR
Malcolm Williams,Reading High School,"Reading, PA",ATH,NR
Malcom Culver,Palmdale High School,"Palmdale, CA",WR,NR
Malik Witten,Capital High School,"Charleston, WV",S,NR
Malone Silver,Northeastern High School,"Elizabeth City, NC",WR,NR
Mandela Kazi,Isidore Newman School,"New Orleans, LA",DT,NR
Manley Waller,Southwest DeKalb High School,"Decatur, GA",CB,NR
Manuel Mate,Miami Country Day School,"Miami, FL",WR,NR
Mao Leota,Trinity High School,"Euless, TX",FB,NR
Marc Aros,Point Loma High School,"San Diego, CA",TE,NR
Marc Dunn,,"Huntsville, AL",TE(POST),NR
Marc Ellis,Willowridge High School,"Houston, TX",WR,NR
Marc Ellis,Willowridge High School,"Houston, TX",WR,NR
Marc Lucarini,Camden Catholic High School,"Cherry Hill, NJ",QB,NR
Marc Venning,Palos Verdes High School,"Palos Verdes, CA",QB,NR
Marcel Jensen,Rodriguez High School,"Fairfield, CA",DE,NR
Marcelino Morales,Richland High School,"Richland, WA",ATH,NR
Marcelus Manear,Milford Academy,"New Berlin, NY",WR(POST),NR
Marchell Mitchell,McClymonds High School,"Oakland, CA",CB,NR
Marco Dailey,Mount Pleasant High School,"Mount Pleasant, TN",RB,NR
Marcus Alcegaire,Rock Valley College,"Rockford, IL",WR,NR
Marcus Anderson,Pasadena City College,"Austin, TX",WR(JC),NR
Marcus Beaird,Bear Creek High School,"Stockton, CA",WR,NR
Marcus Brewster,Tri Cities High School,"East Point, GA",OG,NR
Marcus Burley,Highland Springs High School,"Richmond, VA",CB,NR
Marcus Gill,Monmouth Regional High School,"Tinton Falls, NJ",WR,NR
Marcus Glavenich,Amador High School,"Sutter Creek, CA",FB,NR
Marcus Green,Ridge Spring-Monetta High School,"Monetta, SC",OG,NR
Marcus Hightower,Whitehaven High School,"Memphis, TN",ATH,NR
Marcus James,Sioux City North High School,"Sioux City, IA",WR,NR
Marcus Lott,Union High School,"Union, SC",S,NR
Marcus Marlbrough,West Brook Senior High School,"Beaumont, TX",DE,NR
Marcus Martinez,Indio High School,"Indio, CA",RB,NR
Marcus Mason,J. F. Kennedy High School,"Silver Spring, MD",WR,NR
Marcus McEvans,Kell High School,"Marietta, GA",WR,NR
Marcus Nedd,Tucker High School,"Tucker, GA",OLB,NR
Marcus Smith,,"Quincy, CA",DE(JC),NR
Marcus Temple,,"Chatham, VA",CB(POST),NR
Marcus Udell,College of the Canyons,"Santa Clarita, CA",CB(JC),NR
Marcus Vasquez,Otay Ranch High School,"Chula Vista, CA",QB,NR
Marcus Wagner,Bishop Amat High School,"La Puente, CA",RB,NR
Mario Addison,Northeast Mississippi Comm. College,"Tarrant, AL",DE(JC),NR
Mario Addison,Bogue Chitto High School,"Bogue Chitto, MS",WR,NR
Mario Bailey,Kankakee High School,"Kankakee, IL",TE,NR
Mario Carr,Eastlake High School,"Chula Vista, CA",TE,NR
Mario Collins,Gulf High School,"New Port Richey, FL",ILB,NR
Mario Wiggins,James Madison High School,"San Antonio, TX",S,NR
Mark Avery,A. A. Stagg High School,"Stockton, CA",DT,NR
Mark Bon,Waukegan High School,"Waukegan, IL",OG,NR
Mark Bounds,McEachern High School,"Powder Springs, GA",DE,NR
Mark Brostman,South Lyon High School,"South Lyon, MI",TE,NR
Mark Crutcher,Harlan Community Academy,"Chicago, IL",WR,NR
Mark Durando,Bakersfield High School,"Bakersfield, CA",FB,NR
Mark Ercanbrack,Timpview High School,"Provo, UT",WR,NR
Mark Flores,Mount Pleasant High School,"San Jose, CA",WR,NR
Mark Forrest,Oak Grove High School,"San Jose, CA",TE,NR
Mark Gilson,Mansfield High School,"Mansfield, MA",QB,NR
Mark Hunter,Klein High School,"Klein, TX",OLB,NR
Mark Iddins,Santa Ana College,"Santa Ana, CA",QB,NR
Mark Jones,Flagler Palm Coast High School,"Bunnell, FL",QB,NR
Mark Kanetsay,Hubbard High School,"Chicago, IL",QB,NR
Mark Kochiss,Notre Dame Catholic High School,"Fairfield, CT",QB,NR
Mark Mintken,Gretna High School,"Gretna, NE",DT,NR
Mark Nelson,Lyman High School,"Longwood, FL",TE,NR
Mark Nelson,Big Walnut High School,"Westerville, OH",ILB,NR
Mark Nichols,Newark Catholic High School,"Newark, OH",RB,NR
Mark Popek,Plant City High School,"Plant City, FL",OT,NR
Mark Richardson,Hialeah Miami Lakes High School,"Miami, FL",ILB,NR
Mark Rodgers,Leuzinger High School,"Lawndale, CA",RB,NR
Mark Sampson,John Marshall High School,"Glen Dale, WV",WR,NR
Mark Simpson,Culpeper High School,"Culpeper, VA",RB,NR
Mark Singer,Holy Cross High School,"Delran, NJ",S,NR
Mark Tabar,Colerain High School,"Cincinnati, OH",K,NR
Mark Tom,Clovis East High School,"Clovis, CA",FB,NR
Mark VanDenburgh,Chesterton High School,"Chesterton, IN",OG,NR
Mark Watley,Crespi Carmelite High School,"Encino, CA",S,NR
Markease Williams,Immokalee High School,"Immokalee, FL",WR,NR
Markeith Cliatt,,"Phenix City, AL",OLB,NR
Markeith LaRoda,,"Bridgton, ME",CB(POST),NR
Markeith Wylie,,"Washington, GA",DT(POST),NR
Markinley Saint-Fort,Piper High School,"Sunrise, FL",WR,NR
Markus White,Butler County Community College,"Lake Worth, FL",DE(JC),NR
Marlin Terrell,Coppell High School,"Coppell, TX",CB,NR
Marlon Johnson,Inglewood High School,"Inglewood, CA",CB,NR
Marlon Johnson,Saint Mary's High School,"Baltimore, MD",DE,NR
Marquee Williams,Vanguard High School,"Ocala, FL",WR,NR
Marquel Ali,Woodrow Wilson High School,"Beckley, WV",ATH,NR
Marquell Colston,Modesto Junior College,"Little Rock, AR",RB(JC),NR
Marquell Thomas,Bayside High School,"Virginia Beach, VA",CB,NR
Marques Jenkins,,"Chatham, VA",ATH(POST),NR
Marques Parker,North Iowa Area Community College,"Omaha, NE",WR(JC),NR
Marques West,tsburg High School,Pit,TE,NR
Marquese Quiles,North Gwinnett High School,"Sugar Hill, GA",CB,NR
Marquese Smith,Jesuit High School,"Sacramento, CA",RB,NR
Marquez McZeek,Grant High School,"Sacramento, CA",WR,NR
Marquiese Reed,,"Cerritos, CA",RB(JC),NR
Marquis Avery,Fullerton College,"Fullerton, CA",WR(JC),NR
Marquis Blount,Hoover High School,"San Diego, CA",OLB,NR
Marquis Brown,Dover High School,"Dover, DE",OC,NR
Marquis Butler,Locke High School,"Los Angeles, CA",RB,NR
Marquis Jackson,Birmingham High School,"Van Nuys, CA",DE,NR
Marquis Jackson,Churchland High School,"Portsmouth, VA",DT,NR
Marquis McFadden,Robinson High School,"Little Rock, AR",CB,NR
Marquis Singleton,,"Decatur, IL",DE(POST),NR
Marquis Spann,John F. Kennedy High,"Paterson, NJ",S,NR
Marquis Wright,Klein Forest High School,"Klein, TX",ATH,NR
Marquise Deadwiler,Helix High School,"La Mesa, CA",WR,NR
Marquise Duncan,Woodruff High School,"Woodruff, SC",WR,NR
Marquise Enoch,Eastern Arizona College,"Thatcher, AZ",RB,NR
Marquise Knight,Strong Vincent High School,"Erie, PA",ATH,NR
Marquise Law,American High School,"Hialeah, FL",WR,NR
Marquise Liverpool,Don Bosco High School,"Ramsey, NJ",CB,NR
Marsel Posey,Centennial High School,"Corona, CA",WR,NR
Marselius Williams,Grant High School,"Sacramento, CA",RB,NR
Marsellos Wilder,Tuscaloosa Central High School,"Tuscaloosa, AL",WR,NR
Marshall Harris,Opelousas High School,"Opelousas, LA",DE,NR
Marshall Little,Anson Senior High School,"Wadesboro, NC",WR,NR
Marshall Williams,Robert E. Lee High School,"Midland, TX",ILB,NR
Martez King,Houston County High School,"Warner Robins, GA",ATH,NR
Martez Patterson,Vigor High School,"Prichard, AL",OLB,NR
Martin Ukpai,Fort Lauderdale High School,"Fort Lauderdale, FL",QB,NR
Martin Wallace,Wadleigh Secondary School,"New York, NY",OT,NR
Marvase Byrd,McKeesport High School,"McKeesport, PA",CB,NR
Marvin Batiste,Baker High School,"Baker, LA",WR,NR
Marvin Stewart,Beechcroft High School,"Columbus, OH",QB,NR
Masi Tuipolotu,Pacifica High School,"Oxnard, CA",ILB,NR
Mason Farren,,"Pittsburgh, PA",DT(POST),NR
Mateo de la Torre,Punahou School,"Honolulu, HI",OG,NR
Mathew Levy,San Leandro High School,"San Leandro, CA",TE,NR
Matt Baca,Ayala High School,"Chino Hills, CA",QB,NR
Matt Bellendir,Broomfield Senior High School,"Broomfield, CO",DT,NR
Matt Belnap,Bear River High School,"Grass Valley, CA",RB,NR
Matt Bernard,Gig Harbor High School,"Gig Harbor, WA",OT,NR
Matt Berrey,Purcell High School,"Purcell, OK",K,NR
Matt Best,Montgomery High School,"Montgomery, TX",OLB,NR
Matt Bevins,Warwick High School,"Newport News, VA",K,NR
Matt Boman,Rowan County High School,"Morehead, KY",RB,NR
Matt Boone,West Port High School,"Ocala, FL",RB,NR
Matt Cardoza,De La Salle High School,"Concord, CA",RB,NR
Matt Coyne,Bristol Central High School,"Bristol, CT",QB,NR
Matt Crissman,Edison High School,"Huntington Beach, CA",QB,NR
Matt Crowder,Harrison High School,"Harrison, AR",RB,NR
Matt Cummings,Chaparral High School,"Scottsdale, AZ",WR,NR
Matt Davis,San Lorenzo High School,"San Lorenzo, CA",ILB,NR
Matt Davis,Midway High School,"Waco, TX",ATH,NR
Matt Destefano,Kings Park High School,"Kings Park, NY",OT,NR
Matt Dillon,Bishop O'Connell High School,"Arlington, VA",DT,NR
Matt DiVenuti,Churchland High School,"Portsmouth, VA",WR,NR
Matt Drummond,Ozark High School,"Ozark, AR",OG,NR
Matt Eader,Frankfort Community High School,"West Frankfort, IL",OC,NR
Matt Gallery,Notre Dame High School,"Niles, IL",OG,NR
Matt Grevel,Ar-We-Va High School,"Westside, IA",TE,NR
Matt Grieser,Bishop Watterson High School,"Columbus, OH",OT,NR
Matt Hannon,Hamden High School,"Hamden, CT",OT,NR
Matt Harbin,Grapevine High School,"Grapevine, TX",QB,NR
Matt Hendrix,Armijo High School,"Fairfield, CA",QB,NR
Matt Jackson,Edmond Santa Fe High School,"Edmond, OK",CB,NR
Matt Jensen,Clovis East High School,"Clovis, CA",RB,NR
Matt Jones,Aquinas Institute,"Rochester, NY",DE,NR
Matt Jones,Hoover High School,"Hoover, AL",OG,NR
