Name,High School Attended,Hometown,Position,Rating
Ronnell Grixby,Omaha Central High School,"Omaha, NE",RB,73
DeMarcus Tidwell,Grenada High School,"Grenada, MS",WR,73
Dekendrick Moncrief,Prattville High School,"Prattville, AL",WR,73
Sean Patterson,,"Toledo, OH",QB(POST),73
Nick Olthaus,Elder High School,"Cincinnati, OH",WR,73
Dane Broadhead,Minico High School,"Rupert, ID",QB,73
Ladarrius Verge,Riverdale High School,"Murfreesboro, TN",DT,73
Dustin Taliaferro,Roswell High School,"Roswell, GA",QB,73
Mickey Brewer,Butler High School,"Matthews, NC",WR,73
Jared MacNaught,Nease High School,"Saint Augustine, FL",S,73
Daniel Bernard,Colton High School,"Colton, CA",OG,73
Carlin Isle,Jackson High School,"Massillon, OH",RB,73
Corey Dawe,Dr. Phillips High School,"Orlando, FL",OT,73
Andre Smith,,,ATH,73
Connor Thompson,Lawton-Chiles High School,"Tallahassee, FL",OLB,73
Kenny Davis,Adair Public School,"Adair, OK",QB,73
Uaita Emosi,Norwalk High School,"Norwalk, CA",OG,73
Isaac Anderson,Upper Sandusky High School,"Upper Sandusky, OH",OG,73
Mark Ginther,Jenks High School,"Jenks, OK",QB,73
Taylor Edwards,Campbell Hall High School,"North Hollywood, CA",DE,73
Shawn Atchison,Jemison High School,"Jemison, AL",TE,73
Mike Spooner,Saint Edward High School,"Lakewood, OH",ILB,73
Cameron Gladd,Clinton High School,"Clinton, OK",FB,73
Corey Park,Sequoyah High School,"Claremore, OK",FB,73
Roderick Chisholm,Independence High School,"Charlotte, NC",RB,72
Keelan Johnson,Mesa High School,"Mesa, AZ",ATH,72
Taylor Stockemer,Van Buren High School,"Van Buren, AR",WR,72
Vance Smith,Pace High School,"Pace, FL",TE,72
James Cravens,Centerville High School,"Centerville, OH",FB,72
Brandon Garrett,La Marque High School,"La Marque, TX",OT,72
Mike Williams,West Brook Senior High School,"Beaumont, TX",CB,72
Curtis Hazelton,Roswell High School,"Roswell, GA",DE,72
Kalven Seilis,", CANHuron Heights Secondary School","Holland Landing, ON",DE,72
Jonathan Jackson,Booker T. Washington High School,"Miami, FL",DE,72
Matt Akers,Liberty High School,"Bakersfield, CA",DE,72
DeMarcus Watts,Grady High School,"Atlanta, GA",WR,72
Dustin Land,Milton High School,"Milton, FL",QB,72
Trevor Behmke,Conestoga High School,"Berwyn, PA",TE,72
Trevor Stigers,Ridgeland High School,"Ridgeland, MS",DE,72
Zach Allen,Tift County High School,"Tifton, GA",OG,72
Sam Jones,Hargrave Military Academy,"Holly Springs, NC",OT(POST),72
Chuck Porcelli,Montini Catholic High School,"Lombard, IL",OT,72
Demetrius Fields,South Oak Cliff High,"Dallas, TX",S,72
Justin Horton,Henderson High School,"Henderson, TX",TE,72
Nigel Nicholas,Ridgeland High School,"Rossville, GA",DE,72
Chris Carlino,Hamilton Southeastern High School,"Fishers, IN",OLB,72
Eric Mebane,Bowie High School,"Arlington, TX",DE,72
Steve Shimko,Ewing High School,"Ewing, NJ",QB,72
D.J. Shields,Bonita Vista High School,"Chula Vista, CA",TE,72
Rob Andrews,Foothill High School,"Pleasanton, CA",FB,72
Kyler O'Neal,McClymonds High School,"Oakland, CA",OLB(POST),72
Ina Liaina,Oxnard High School,"Oxnard, CA",FB,72
Sam Schwartzstein,Carroll High School,"Southlake, TX",OG,72
Warren Reuland,Mission Viejo High School,"Mission Viejo, CA",WR,72
Carl Cutler,Hanover High School,"Hanover, NH",TE,72
Ian Allport,Pulaski Central School,"Pulaski, NY",OG,72
Tony Cornelius,Boca Raton Community High School,"Boca Raton, FL",RB,72
Cody Davis,Stephenville High School,"Stephenville, TX",S,72
Cornelius Douglass,Lawton High School,"Lawton, OK",CB,72
Joel Wilson,Garland High School,"Garland, TX",DT,72
Dalonte Wallace,Eleanor Roosevelt High School,"Greenbelt, MD",OLB,72
Johnny Thompson,Valley High School,"Valley, AL",OLB,72
Eric Jones,Spain Park High School,"Hoover, AL",OT,72
Josh Hall,Northview High School,"Duluth, GA",CB,72
Will Fleming,Archbishop Hoban High School,"Akron, OH",S,72
Dominique Austin,Bishop Amat High School,"La Puente, CA",OT,72
David Douglas,McKinney North High School,"McKinney, TX",WR,72
Anthony Oden,Lawrence North High School,"Indianapolis, IN",OT,72
Alfred Davis,Benjamin E. Banneker High School,"College Park, GA",DT,72
Josh Hill,Klein Forest High School,"Houston, TX",CB,72
Rob Calabrese,East Islip High School,"Islip Terrace, NY",QB,72
Dwayne Gratz,Piscataway High School,"Piscataway, NJ",CB,72
Michael Goodnight,Westside High School,"Houston, TX",QB,72
Brad Marboe,Idaho Falls High School,"Idaho Falls, ID",ATH,72
Ryan Sedlacek,Staples High School,"Westport, CT",OT,72
Jonathan Gimm,Westfield High School,"Houston, TX",TE,72
Greg Castillo,Saint Joseph's Prep School,"Philadelphia, PA",CB,72
Jaron Odom,Boyd Anderson High School,"Fort Lauderdale, FL",OG,72
Julian Griffin,Gladewater High School,"Gladewater, TX",WR,72
Shady Salamon,Cretin-Derham Hall High School,"Saint Paul, MN",RB,72
Brandon Beecher,Overland High School,"Aurora, CO",CB,72
Rafael Lopez,Birmingham High School,"Lake Balboa, CA",TE,72
John Rabe,Damien High School,"La Verne, CA",DE,72
Robert Rowe,Marana High School,"Tucson, AZ",ATH,72
David Blair,McClintock High School,"Tempe, AZ",ILB,72
Matt Welch,Lowell High School,"Lowell, MA",TE,72
Chris Zarkoskie,Seton Hall Preparatory School,"West Orange, NJ",OC,72
John Boyett,Napa High School,"Napa, CA",S,72
Garrett Embry,Roswell High School,"Roswell, GA",S,72
Joe Trebitz,West Boca Raton High School,"Boca Raton, FL",OLB,72
Steven Fowlkes,Benjamin E. Banneker High School,"College Park, GA",DE,72
Tony Gobern,Del Campo High School,"Fair Oaks, CA",ATH,72
Mike Taylor,Ashwaubenon High School,"Green Bay, WI",ILB,72
Seandre Richardson,Linden High School,"Linden, AL",S,72
Tim Hodgdon,Tesoro High School,"Las Flores, CA",OG,72
Jared Karstetter,Joel E. Ferris High School,"Spokane, WA",WR,72
Mitch Zajac,Holt High School,"Holt, MI",ILB,72
Kyle Bogumil,Crestwood High School,"Mountain Top, PA",TE,72
Nick Craig,Carrollton High School,"Carrollton, GA",DT,72
Hector Negrete,Juan Seguin High School,"Arlington, TX",OG,72
Courtney Senior,Edgewater High School,"Orlando, FL",OG,72
Alex Perry,Sneads High School,"Sneads, FL",WR,72
Dan Day,Holy Name High School,"Parma Heights, OH",TE,72
Nick Green,Central Catholic High School,"Portland, OR",QB,72
Spencer Krauss,Clinton High School,"Tipton, MI",QB,72
K.J. Herring,Washington High School,"Massillon, OH",RB,72
Derek Tomlin,Carroll High School,"Southlake, TX",OLB,72
Brandon Jackson,Moreno Valley High School,"Moreno Valley, CA",TE,72
Akeem Moore,Brentwood High School,"Pittsburgh, PA",WR,72
Ross Oltorik,Moeller High School,"Cincinnati, OH",QB,72
Jake Hess,Galena High School,"Reno, NV",FB,72
Caleb Russell,Midlothian High School,"Midlothian, TX",TE,72
Travis Malone,Plano East Sr. High School,"Plano, TX",DE,72
Dominick Maddox,Judson High School,"Converse, TX",S,72
Nick Owens,Westlake High School,"Westlake Village, CA",QB,72
Monte Davis,Pittsburg High School,"Pittsburg, CA",FB,72
Mykael Thompson,Dodge City High School,"Dodge City, KS",WR,72
Mike Muha,Montour High School,"Mckees Rocks, PA",DE,72
Russell Mason,Orange High School,"Orange, NJ",OT,72
James Wade,Ann Arbor Pioneer High School,"Ann Arbor, MI",WR,72
Mario Wiley,West Monroe High School,"West Monroe, LA",WR,72
Tony Fountain,Whitehall High School,"Whitehall, MI",WR,72
Michael Manning,West Monroe High School,"West Monroe, LA",WR,72
Ronnie Brooks,Woodcreek High School,"Antelope, CA",WR,72
Dolphin Davis,Booker T. Washington High School,"Tulsa, OK",S,72
Jay Tolliver,Mansfield North High School,"Arlington, TX",FB,72
Dimecus Brown,Hamilton High School,"Hamilton, OH",DT,72
Derek Earls,Waconia High School,"Waconia, MN",ILB,72
Quentin Allen,Smyrna High School,"Smyrna, TN",DE,72
Ryan Nathan,Lima Senior High School,"Lima, OH",RB,72
Jake Muasau,Buena High School,"Sierra Vista, AZ",WR,72
Chris Brainard,Carroll High School,"Southlake, TX",WR,72
Saheed Khateeb,Daniel Boone High School,"Birdsboro, PA",FB,72
TJ Knowles,Coronado High School,"Henderson, NV",TE,72
A.J. Boggs,Tallwood High School,"Virginia Beach, VA",CB,72
David Ahola,Palm Beach Central High School,"Wellington, FL",RB,72
Ryan Ball,Highlands High School,"Fort Thomas, KY",ILB,72
Cory Clapper,Start High School,"Toledo, OH",OG,72
Earnie Sagiao,Edison High School,"Fresno, CA",ILB,72
Ian Wild,Baldwin High School,"Pittsburgh, PA",S,72
Ed Gainey,Mount Tabor High School,"Winston-Salem, NC",S,71
Byron Hout,Lake City High School,"Coeur D'Alene, ID",OLB,71
Montel Harris,Trinity Christian Academy,"Jacksonville, FL",RB,71
Marc Stevens,Lexington High School,"Lexington, OH",OG,71
Shiloah Te'o,Kahuku High School,"Kahuku, HI",S,71
Jake Murphy,American Fork High School,"American Fork, UT",WR,71
Bryan Schroeder,North Harrison High School,"Ramsey, IN",RB,71
Steven Winston,Muskegon Heights High School,"Muskegon, MI",DE,71
Nico Papas,Buckingham Browne & Nichols H. S.,"Cambridge, MA",FB,71
Darius Spencer,A. C. Reynolds High School,"Asheville, NC",ATH,71
Adam Urbano,Calhoun High School,"Calhoun, GA",RB,71
Dion Dubose,Norcross High School,"Norcross, GA",ILB,71
Shane Covington,Riverside University High School,"Milwaukee, WI",RB,71
Adam Follett,Alma High School,"Alma, MI",QB,71
Travis Tannahill,Olathe East High School,"Olathe, KS",TE,71
Dominique Ellis,East Wake High School,"Wendell, NC",CB(POST),71
Kevin Sabock,Sycamore High School,"Sycamore, IL",OLB,71
Jeremy Ebert,Darby High School,"Hilliard, OH",WR,71
Reuben Willis,Mayfair High School,"Lakewood, CA",ILB,71
Cole Loftin,Aledo High School,"Aledo, TX",WR,71
Chris Banjo,Kempner High School,"Sugar Land, TX",S,71
Andrew Ellison,A & M Consolidated High,"College Park, TX",TE,71
DeAndre Preaster,Proctor High School,"Utica, NY",S,71
David Stevens,Millburn High School,"Millburn, NJ",TE,71
Eric Reynolds,Central Bucks South High School,"Warrington, PA",RB,71
Tony Jerod,DeSoto High School,"DeSoto, TX",DE,71
Dustin Tait,Knoxville Catholic High School,"Knoxville, TN",ILB,71
Jarren Brown,Springdale High School,"Springdale, MD",RB,71
Kyle Madden,Harrison High School,"Kennesaw, GA",TE,71
Josh Linam,Tavares High School,"Tavares, FL",ILB(LQ),71
Isaiah Pead,Eastmoor High School,"Columbus, OH",RB,71
Jared Rains,Hopewell High School,"Aliquippa, PA",RB,71
Darrin Williams,Martin Luther King High School,"Detroit, MI",RB,71
Matt Edwards,Holliston High School,"Holliston, MA",S,71
Paipai Falemalu,Kahuku High School,"Kahuku, HI",DE,71
Lewis Walker,Judge Memorial Catholic High School,"Salt Lake City, UT",CB,71
Doran Guillory,Monsignor Kelly Catholic High School,"Beaumont, TX",DT,71
Troy Vital,Copperas Cove High School,"Copperas Cove, TX",RB,71
Ashante Williams,Mayfield High School,"Mayfield Village, OH",RB,71
Ferbia Allen,Dollarway High School,"Pine Bluff, AR",TE,71
Jimmy Burge,Stratford High School,"Houston, TX",DT,71
Alonzo Whaley,Madisonville High School,"Madisonville, TX",ILB,71
Albert Rosette,De La Salle High School,"Concord, CA",ILB,71
Travis Trickey,Round Valley High School,"Springerville, AZ",ILB,71
Reid McCollum,Summerville High School,"Summerville, SC",QB,71
Herman Lathers,Istrouma High School,"Baton Rouge, LA",OLB,71
Kurtis Rassan,Clarion Area High School,"Clarion, PA",OLB,71
Bryan Burnham,Moorestown High School,"Moorestown, NJ",WR,71
Klinton Ruff,Norview High School,"Norfolk, VA",DT,71
Quillie Odom,Hargrave Military Academy,"Potomac, VA",ILB(POST),71
Eric Martin,C. D. Hylton High School,"Woodbridge, VA",TE,71
Scott Peek,Freedom High School,"Tampa, FL",S,71
John Carter,Osbourn Senior High School,"Manassas, VA",RB,71
Kevin DeMaio,Holmdel High School,"Holmdel, NJ",DT,71
Kenny Jackson,Archbishop Mitty High School,"Santa Clara, CA",FB,71
Sam Bradley,Leon High School,"Tallahassee, FL",ILB,71
Donte Dennis,Rahway High School,"Rahway, NJ",FB,71
Branden Williams,Glenwood School,"Phenix City, AL",QB,71
Daniel Baker,,"Missouri City, TX",OT(POST),71
Bobby Peterson,Jackson Academy,"Jackson, MS",TE,71
Josh Cary,,"Binghamton, NY",OG(POST),71
Rashad Jackson,,"Belle Glade, FL",CB(POST),71
Langston Jackson,Simi Valley High School,"Simi Valley, CA",RB,71
Trevor Barry,Waller High School,"Waller, TX",DE,71
Chris Sawyer,Lansingburgh High School,"Troy, NY",FB,71
Jeff Thompson,Clairton High School,"Clairton, PA",OLB,71
Nate Wilburn-Ogletree,Northmont Senior High School,"Brookville, OH",WR,71
Kurvin Curry,Hart County High School,"Hartwell, GA",QB,71
Chris Rosemond,Canyon Springs High School,"North Las Vegas, NV",TE,71
Chris Campbell,Mission Hills High School,"San Marcos, CA",OG,71
Andre Island,McClymonds High School,"Oakland, CA",RB,71
Toquavius Gilchrist,Abbeville High School,"Abbeville, SC",ATH,71
Alex Asher,Western Albemarle High School,"Crozet, VA",TE,71
Aaron Hurd,Columbian High School,"Tiffin, OH",TE,71
Duncan McGee,Anderson County High School,"Austin, TX",QB,71
Trent Hines,,"Midland, TX",RB(POST),71
Mike Littleton,Ball High School,"Galveston, TX",S,71
Chad Jordan,Hollowrock-Bruceton Central High Sc,"Bruceton, TN",FB,71
James Brown,Tuscaloosa Central High School,"Tuscaloosa, AL",DT,71
Sidney Hadnott,East Central High School,"Tulsa, OK",WR,71
Carlton Brown,Marion High School,"Marion, SC",ILB,71
Collin Ellis,Bakersfield High School,"Bakersfield, CA",OT,71
Brian Thorson,Millard North High School,"Omaha, NE",OG,71
Grant Caserta,West Ottawa High School,"Holland, MI",OLB,71
Stephen Shiver,Maryville High School,"Maryville, TN",WR,71
Matt Dobbs,Clay County High School,"Manchester, KY",TE,71
Dailyn Campbell,Kenton High School,"Kenton, OH",QB,71
Nico Stevens,Wayne Hills High School,"Wayne, NJ",OT,71
Maurice Mack,Imperial High School,"Imperial, CA",OLB,71
Nick Schneider,Saint Xavier High School,"Cincinnati, OH",ILB,71
Todd Cox,Linganore High School,"New Market, MD",ILB,71
Grant Serdy,Upper Saint Clair High School,"Upper Saint Clair, PA",OLB,71
R.J. Bartley,Grove High School,"Grove, OK",ILB,71
Lamar Monger,Hertford County High School,"Como, NC",CB,71
Aston Jackson,Xenia High School,"Xenia, OH",RB,71
Tyler Porco,Peters Township High School,"McMurray, PA",QB,71
Tyler Danison,South Kitsap High School,"Port Orchard, WA",OG,71
Littbarski Blackwood,Boyd Anderson High School,"Fort Lauderdale, FL",OG,71
Desmond O'Neal,Eastside High School,"Gainesville, FL",QB,70
Zeb Togiai,Mountain Pointe High School,"Phoenix, AZ",DE,70
Otis Jones,Leuzinger High School,"Lawndale, CA",DT,70
Rashad Fields,Caruthersville High School,"Caruthersville, MD",S,70
Jarred Salubi,Waco High School,"Waco, TX",RB,70
Christian Klein,Saint Joseph Regional High School,"Montvale, NJ",TE,70
Nick Halloran,Buckingham Browne & Nichols H. S.,"Cambridge, MA",OT,70
Chris Gray,Landrum High School,"Landrum, SC",OT(LQ),70
Ethan Douglas,Basehor-Linwood High School,"Basehor, KS",OT,70
Evan Klepec,Boardman High School,"Youngstown, OH",DE,70
Brad Bednar,Mentor High School,"Mentor, OH",OT,70
Jamiihr Williams,Trotwood-Madison High School,"Trotwood, OH",OLB,70
Kyle Linney,Hargrave Military Academy,"Hiddenite, NC",DT(POST),70
Jared Carpenter,Bowling Green High School,"Bowling Green, KY",S,70
Brandon Weaver,Trinity High School,"Washington, PA",OLB,70
Justin Williams,South Grand Prairie High School,"Grand Prairie, TX",DT,70
Tony Wilson,Sprague High School,"Salem, OR",ILB,70
Rick Schmeig,Oak Hill High School,"Cincinnati, OH",OT,70
Keith Robinson,Winslow Township High School,"Atco, NJ",RB,70
Jermil Martin,Glenville High School,"Cleveland, OH",FB,70
Tim Farley,Manheim Township High School,"Lancaster, PA",OG,70
Max Jenkins,Langham Creek High,"Houston, TX",QB,70
Mike McCarthy,Strongsville High School,"Strongsville, OH",OG,70
Greg Nwoko,Pflugerville High School,"Pflugerville, TX",RB,70
Tenarius Wright,Whitehaven High School,"Memphis, TN",DE,70
Verran Tucker,El Camino College,"Los Angeles, CA",WR(JC),70
Danny Milligan,Saint Xavier High School,"Cincinnati, OH",K,70
Evan Davis,Colerain High School,"Cincinnati, OH",OT,70
Bryce Beall,Tatum High School,"Tatum, TX",ATH,70
Charles Smith,Desert Pines High School,"Las Vegas, NV",DE,70
London Davis,Cahokia High School,"Cahokia, IL",TE,70
Ben Lueken,Chaminade College Prep School,"Saint Louis, MO",OT,70
Brendan Wilson,Dutchtown High School,"Geismar, LA",OT,70
Keith Baker,Scotch Plains-Fanwood High School,"Scotch Plains, NJ",OLB,70
Rocko Khoury,Traverse City West High School,"Traverse City, MI",OG,70
Brandon Kirksey,Hazelwood East High School,"Saint Louis, MO",DT,70
Taylor Davis,Prestonwood Christian Academy,"Plano, TX",OT,70
Aldon Smith,Raytown High School,"Raytown, MO",DE,70
C.J. Cox,North Garland High School,"Garland, TX",S,70
Matt Evans,Thayer Academy,"Braintree, MA",OLB,70
Jonathan Mader,Cibola High School,"Albuquerque, NM",QB,70
Kiko Alonso,Los Gatos High School,"Los Gatos, CA",ILB,70
Darius McMillan,Phoebus High School,"Hampton, VA",OLB,70
Elliot Williams,Etowah High School,"Woodstock, GA",DT,70
Ronald Byrd,Callaway High School,"Hogansville, GA",DT,70
Kendrick Presley,Kosciusko High School,"Kosciusko, MS",ATH,70
Bud Barksdale,South Panola High School,"Batesville, MS",S,70
Corey Wright,Jersey Village High,"Houston, TX",DT,70
Leroy Houston,Seabreeze Senior High School,"Daytona Beach, FL",RB,70
Damien McIntosh,Hamilton High School,"Hamilton, OH",ILB,70
Riko Smalls,Plano East Sr. High School,"Plano, TX",QB,70
Nick Williams,Highlands Ranch High School,"Highlands Ranch, CO",OT,70
John Burrow,Mortimer Jordan High School,"Morris, AL",DE,70
Derrick McCoy,Amherst County High School,"Amherst, VA",ATH,70
Craig Chopko,Lakeland High School,"Jermyn, PA",FB,70
Andre Johnson,Surrattsville High School,"Surrattsville, MD",RB,70
Austin Davis,Normal Community High School,"Normal, IL",OLB,70
Mike Whittier,Webster Groves High School,"Webster Groves, MO",QB,70
Brian Moten,Sumner Academy,"Kansas City, KS",TE,70
Terrance Henry,Katy High School,"Katy, TX",CB,70
Demetrius Guice,Central Catholic High School,"Portland, OR",OLB,70
Kempton Harris,Eaglecrest High School,"Aurora, CO",WR,70
Rickie Crosby,Muskegon High School,"Muskegon, MI",DE,70
Jamal Paige,Woodward Academy,"College Park, GA",RB,70
Donte Carter,Camden Catholic High School,"Cherry Hill, NJ",DT,70
Paul McCoy,Grant High School,"Portland, OR",WR,70
Charles Phillips,DeSoto High School,"DeSoto, TX",OG,70
Rossun Johnson,Sunset High School,"Dallas, TX",RB,70
Larry Thompson,Notre Dame High School,"Sherman Oaks, CA",OG,70
Thinh Ho,Norcross High School,"Norcross, GA",FB,70
Blake Matthews,Osbourn Senior High School,"Manassas, VA",DT,70
Steve Staggs,Oskaloosa High School,"Oskaloosa, IA",WR,70
Ben Hyder,Pickens High School,"Pickens, SC",OG,70
Jake Arbanas,Rockhurst High School,"Kansas City, MO",TE,70
Vince Jordan,West Montgomery High School,"Mount Gilead, NC",ATH,70
Tim Honaker,Pikeville High School,"Pikeville, KY",OLB,70
Jay Hanley,Steamboat Springs High School,"Steamboat Springs, CO",FB,70
Tracey Sims,Red Bank High School,"Chattanooga, TN",ILB,70
Lucas Davis,Evansville High School,"Evansville, WI",DE,70
Jimmy Brantley,Astronaut High School,"Titusville, FL",OG,70
Jordan Bouey,De La Salle High School,"Concord, CA",OG,70
Michael Washington,Cedar Hill High School,"Cedar, TX",OG,70
Jared Sholly,Clear Lake High School,"Clear Lake, IA",DE,70
Tim Dawson,Wakulla County High School,"Crawfordville, FL",DE,70
Michael Collins,Southern University Lab,"Baton Rouge, LA",RB,70
Breon Shelton,Stonewall Jackson High School,"Manassas, VA",ATH,70
Beau Illikainen,Wayzata High School,"Plymouth, MN",DE,70
Brad Leestma,Start High School,"Toledo, OH",QB,70
Mike Carbone,West Deptford High School,"West Deptford, NJ",OLB,70
Israel Woolfork,Franklin High School,"Livonia, MI",S,70
Damion McGriff,Godby High School,"Tallahassee, FL",FB,70
Chris Enos,Grays Creek High School,"Hope Mills, NC",DE,70
Jeff Falvey,Cicero-North Syracuse High,"Cicero, NY",TE,70
Carlo Davis,Alma Bryant High School,"Bayou La Batre, AL",OLB,70
Damien Washington,Rider High School,"Wichita Falls, TX",RB,70
Johnny Franco,Tyrone Senior High School,"Tyrone, PA",ATH,70
Steffan Jones,Ada High School,"Ada, OK",S,70
Nathan Lewis,Hahnville High School,"Boutte, LA",DE,70
Troy Williams,Auburn High School,"Auburn, NE",WR,70
Raphael Thomas,Breck School,"Minneapolis, MN",RB,70
Jon Sharp,Plum Senior High School,"Pittsburgh, PA",OLB,70
Anthony Weather,Warren Central High School,"Indianapolis, IN",OLB,70
Hunter Miller,Sylvan Hills High School,"Sherwood, AR",ATH,70
Georgio Jackson,Washington High School,"Massillon, OH",WR,70
Kevin Garvy,Cardinal Newman High School,"West Palm Beach, FL",DE,70
Sammy Cervantes,Imperial High School,"Imperial, CA",OG,70
Kenard Harris,Westlake High School,"Waldorf, MD",RB,70
Ryan Pollard,West Brook Senior High School,"Beaumont, TX",OG,70
Dan Smith,Providence Senior High,"Charlotte, NC",CB,70
Ashton Wilder,Malcolm X. Shabazz High School,"Newark, NJ",OG,70
Drew Cole,Picayune Memorial High School,"Picayune, MS",S,69
Kyle Hoke,Clements High School,"Sugar Land, TX",OLB,69
Briggs Orsbon,Crestview High School,"Convoy, OH",ATH,69
Austin Holtz,Holt High School,"Holt, MI",OT,69
Cameron Kaufhold,Friendswood High School,"Friendswood, TX",OT,69
Kevin Bills,Timpview High School,"Provo, UT",DE,69
Brock Stringham,Mountain Vista High School,"Highlands Ranch, CO",OT,69
Marcell Rose,Cypress Creek High School,"Orlando, FL",ATH,69
Ike Washington,Trotwood-Madison High School,"Trotwood, OH",ILB,69
Andrew Phelan,Lakota West High School,"West Chester, OH",OG,69
Andy Cruse,Turpin High School,"Cincinnati, OH",WR,69
Jerel Worthy,Wayne High School,"Huber Heights, OH",DT,69
Sancho McDonald,Booker T. Washington High School,"Miami, FL",QB,69
Travis Lilienthal,Riverdale High School,"Murfreesboro, TN",OC,69
Brandon Rogers,Tulsa Union High School,"Tulsa, OK",QB,69
Lane Taylor,Martin High School,"Arlington, TX",OG,69
Dwayne Beckford,Irvington High School,"Irvington, NJ",OLB,69
Marquis Hamm,New Brunswick High,"New Brunswick, NJ",DE,69
Ross Williams,Mission Viejo High School,"Mission Viejo, CA",DE,69
Christian Hanna,Benedictine High School,"Cleveland, OH",TE,69
James Fry,Smithson Valley High School,"Spring Branch, TX",OC,69
Jarell Watters,Thomasville High School,"Thomasville, AL",ILB,69
Camerron Cheatham,Kalamazoo Central High School,"Kalamazoo, MI",RB,69
Jerome Williams,Holy Cross High School,"Delran, NJ",DE,69
Logan Shultz,Gettysburg High School,"Orrtanna, PA",OG,69
Dexter Heyman,Louisville Male High School,"Louisville, KY",OLB,69
Patrick Omameh,Saint Francis De Sales High School,"Columbus, OH",OT,69
George Morales,Mojave High School,"North Las Vegas, NV",OC,69
Drew Temple,Rockhurst High School,"Kansas City, MO",RB,69
Elliot Harper,Hamilton High School,"Chandler, AZ",ILB,69
Thaddeus Brown,Notre Dame High School,"Sherman Oaks, CA",RB,69
Donnel Engram,Tarpon Springs High School,"Tarpon Springs, FL",DE,69
Justin Green,Palm Beach Gardens High School,"West Palm Beach, FL",OG,69
David Kruger,Timpanogos High School,"Orem, UT",DT,69
Matt Birkeness,Columbine Senior High School,"Little Rock, CO",TE,69
Travis Poston,Hatboro Horsham High School,"Horsham, PA",OT,69
Adam Smith,Blackman High School,"Murfreesboro, TN",OG,69
Luke Stansfield,Ravenwood High School,"Brentwood, TN",OG,69
Nicco Jones,Fairley High School,"Memphis, TN",FB,69
Ricky Johnson,Long Beach Polytechnic High School,"Long Beach, CA",RB,69
Vinard Winton,Houston High School,"Germantown, TN",DE,69
Ray Kibble,Hastings High School,"Houston, TX",DT,69
Vinson Givans,Cambridge Rindge & Latin School,"Cambridge, MA",OLB,69
Jonathon Grimes,Paul VI High School,"Haddonfield, NJ",RB,69
Jamere Hogue,Morristown-Hamblen West High School,"Morristown, TN",S,69
Sione Moala,Grant High School,"Sacramento, CA",DE,69
Michael Green,Seagoville High School,"Dallas, TX",OG,69
Anthony Timmerman,Crater High School,"Central Point, OR",OG,69
Kalif King,Cherry Hill High School East,"Cherry Hill, NJ",OG,69
Devin Combs,Oakdale High School,"Oakdale, CA",QB,69
Trevor Walls,Waverly High School,"Waverly, OH",QB,69
Aaron Sawyer,Shawnee Mission North High School,"Shawnee Mission, KS",ATH,69
Harry Reddick,Madison County High,"Madison, FL",FB,69
Kydarian Wilkins,South Oak Cliff High,"Dallas, TX",CB,69
Corey Skolnick-Page,Scripps Ranch High School,"San Diego, CA",OC,69
Blake Gunderson,Rockwall-Heath High School,"Rockwall, TX",OC,69
Trey Fulcher,East Carteret High School,"Beaufort, NC",ATH,69
Luke Caldwell,John T. Hoggard High School,"Wilmington, NC",WR,69
Jonathan Wilson,South Panola High School,"Batesville, MS",OC,69
Freddie King,Memorial High School,"Port Arthur, TX",WR,69
Matthew Gordon,Briarwood Christian School,"Birmingham, AL",S,69
Reggie Comeaux,Washington High School,"Massillon, OH",OG,69
Thomas Schaefer,Robinson Secondary School,"Fairfax, VA",DE,69
Eldred Richards,West Windsor - Plainsboro H.S. South,"Princeton Junction, NJ",OG,69
Coleman McArthur,Buckeye Union High School,"Buckeye, AZ",TE,69
Mike Scott,Palo Alto High School,"Palo Alto, CA",WR,69
Evan Love,Scripps Ranch High School,"San Diego, CA",S,69
Lamont Enyard,Oceanside High School,"Oceanside, CA",WR,69
Mike Murphy,Toms River East High School,"Toms River, NJ",OC,69
Tom Secky,Maple Grove High,"Bemus Point, NY",QB,69
Austin Fletcher,St. Anthony's High School,"Melville, NY",OC,69
Jordan Tassio,Naperville North High School,"Naperville, IL",ATH,69
Grady Spidell,North High School,"Akron, OH",DT,69
Alphonso Griffin,Harrison High School,"Kennesaw, GA",ATH,69
T.Y. Faamu,Aragon High School,"San Mateo, CA",OC,69
Cornelius Buford,Los Osos High School,"Rancho Cucamonga, CA",DE,69
Donald Toldson,East Ridge High School,"Clermont, FL",WR,69
Will Martin,Holy Spirit High School,"Absecon, NJ",OG,69
Oluwashola Omisanya,Deer Park High School,"Deer Park, TX",WR,69
Taylor Allen,The Lamar School,"Meridian, MS",OLB,69
Israel Escoe,Guthrie High School,"Guthrie, OK",CB,69
Herbert Bolivar,Orange High School,"Orange, NJ",DE,69
Branden Williams,Saint Edward High School,"Lakewood, OH",CB,69
Colton Gehrke,Grove City High School,"Grove City, OK",RB,69
Justin Hemm,Piqua High School,"Piqua, OH",QB,69
Jared Hamilton,Southeast High School,"Bradenton, FL",OG,69
Derek Winter,Plant Senior High School,"Tampa, FL",WR,68
Jack Sula,Carson High School,"Carson, CA",RB,68
Alex Kelly,Rocky Mountain High School,"Fort Collins, CO",QB,68
Franklin Brown,Booker T. Washington High School,"Miami, FL",OLB,68
